Name,I_BSDV_AX,I_BSDV_AY,I_BSDV_AZ,I_BSDV_IX,I_BSDV_IY,I_BSDV_IZ,I_BSDV_VY,I_BSDV_VPY,I_BSDV_VZ,I_BSDV_VPZ,I_BSDV_SURFACE,I_BSDV_WEIGHT,I_BSDV_D,I_BSDV_BF,I_BSDV_TW,I_BSDV_TF,I_BSDV_RA,I_BSDV_RI,I_BSDV_S,I_BSDV_ZY,I_BSDV_ZZ,I_BSDV_WX,I_BSDV_WY,I_BSDV_WZ,I_BSDV_GAMMA,I_BSDV_IOMEGA,I_BSDV_P1_LENGTH,I_BSDV_P1_THICKNESS,I_BSDV_P2_LENGTH,I_BSDV_P2_THICKNESS,I_BSDV_P3_LENGTH,I_BSDV_P3_THICKNESS,I_BSDV_P4_LENGTH,I_BSDV_P4_THICKNESS,I_BSDV_BF2,I_BSDV_TF2,I_BSDV_DIM1,I_BSDV_DIM2,I_BSDV_DIM3,I_BSDV_ANGLE1,I_BSDV_ANGLE2,
CHS 76.1x6.3,0.001380784,0.000690392,0.000690392,1.69551e-06,8.47755e-07,8.47755e-07,0.03805,0.03805,0.03805,0.03805,0.238954,106.295793497,0.0761,0.0761,0.0063,0.0063,0.0,0.0,0.0,3.07695e-05,3.07695e-05,4.81893e-05,0.000690392,0.000690392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1,0.0,6.3,0.0,0.0,
CHS 88.9x2.5,0.00067824,0.00033912,0.00033912,1.26682e-06,6.33409e-07,6.33409e-07,0.04445,0.04445,0.04445,0.04445,0.279146,52.2124090236,0.0889,0.0889,0.0025,0.0025,0.0,0.0,0.0,1.86629e-05,1.86629e-05,2.93e-05,0.00033912,0.00033912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,0.0,2.5,0.0,0.0,
CHS 88.9x3,0.000809178,0.000404589,0.000404589,1.49451e-06,7.47257e-07,7.47257e-07,0.04445,0.04445,0.04445,0.04445,0.279146,62.2923046545,0.0889,0.0889,0.003,0.003,0.0,0.0,0.0,2.21399e-05,2.21399e-05,3.47542e-05,0.000404589,0.000404589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,0.0,3.0,0.0,0.0,
CHS 88.9x3.2,0.000862,0.000431,0.000431,1.58e-06,7.92e-07,7.92e-07,0.04445,0.04445,0.04445,0.04445,0.279,66.292954,0.0889,0.0889,0.0032,0.0032,0.0,0.0,0.0,2.35e-05,2.35e-05,3.69174333302e-05,0.00043118,0.00043118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,0.0,3.2,0.0,0.0,
CHS 88.9x3.6,0.000964231,0.000482116,0.000482116,1.75708e-06,8.78541e-07,8.78541e-07,0.04445,0.04445,0.04445,0.04445,0.279146,74.2286260988,0.0889,0.0889,0.0036,0.0036,0.0,0.0,0.0,2.62029e-05,2.62029e-05,4.11245e-05,0.000482116,0.000482116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,0.0,3.6,0.0,0.0,
CHS 88.9x4,0.00107,0.000535,0.000535,1.93e-06,9.63e-07,9.63e-07,0.04445,0.04445,0.04445,0.04445,0.279,82.179727,0.0889,0.0889,0.004,0.004,0.0,0.0,0.0,2.89e-05,2.89e-05,4.52892625319e-05,0.00053423,0.00053423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,0.0,4.0,0.0,0.0,
CHS 88.9x5,0.00132,0.00066,0.00066,2.32e-06,1.16e-06,1.16e-06,0.04445,0.04445,0.04445,0.04445,0.279,101.98916,0.0889,0.0889,0.005,0.005,0.0,0.0,0.0,3.52e-05,3.52e-05,5.52858260649e-05,0.00066051,0.00066051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,0.0,5.0,0.0,0.0,
CHS 88.9x6,0.001561836,0.000780918,0.000780918,2.69745e-06,1.34873e-06,1.34873e-06,0.04445,0.04445,0.04445,0.04445,0.279146,120.233575224,0.0889,0.0889,0.006,0.006,0.0,0.0,0.0,4.12961e-05,4.12961e-05,6.47381e-05,0.000780918,0.000780918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,0.0,6.0,0.0,0.0,
CHS 88.9x6.3,0.001633993,0.000816997,0.000816997,2.8033e-06,1.40165e-06,1.40165e-06,0.04445,0.04445,0.04445,0.04445,0.279146,125.788380010,0.0889,0.0889,0.0063,0.0063,0.0,0.0,0.0,4.3056e-05,4.3056e-05,6.74839e-05,0.000816997,0.000816997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,0.0,6.3,0.0,0.0,
CHS 114.3x3,0.001048446,0.000524223,0.000524223,3.24932e-06,1.62466e-06,1.62466e-06,0.05715,0.05715,0.05715,0.05715,0.358902,80.7116822823,0.1143,0.1143,0.003,0.003,0.0,0.0,0.0,3.71628e-05,3.71628e-05,5.8346e-05,0.000524223,0.000524223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.3,0.0,3.0,0.0,0.0,
CHS 114.3x3.2,0.001116333,0.000558166,0.000558166,3.44764e-06,1.72382e-06,1.72382e-06,0.05715,0.05715,0.05715,0.05715,0.358902,85.9377730634,0.1143,0.1143,0.0032,0.0032,0.0,0.0,0.0,3.94993e-05,3.94993e-05,6.20123e-05,0.000558166,0.000558166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.3,0.0,3.2,0.0,0.0,
CHS 114.3x3.6,0.00125,0.000625,0.000625,3.84e-06,1.92e-06,1.92e-06,0.05715,0.05715,0.05715,0.05715,0.359,96.3993695,0.1143,0.1143,0.0036,0.0036,0.0,0.0,0.0,4.41e-05,4.41e-05,6.92975083725e-05,0.00062643,0.00062643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.3,0.0,3.6,0.0,0.0,
CHS 114.3x4,0.001385368,0.000692684,0.000692684,4.21917e-06,2.10958e-06,2.10958e-06,0.05715,0.05715,0.05715,0.05715,0.358902,106.648679913,0.1143,0.1143,0.004,0.004,0.0,0.0,0.0,4.86735e-05,4.86735e-05,7.6403e-05,0.000692684,0.000692684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.3,0.0,4.0,0.0,0.0,
CHS 114.3x5,0.00172,0.00086,0.00086,5.14e-06,2.57e-06,2.57e-06,0.05715,0.05715,0.05715,0.05715,0.359,132.389775,0.1143,0.1143,0.005,0.005,0.0,0.0,0.0,5.98e-05,5.98e-05,9.38275130627e-05,0.00085964,0.00085964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.3,0.0,5.0,0.0,0.0,
CHS 114.3x6,0.002040372,0.001020186,0.001020186,6.00119e-06,3.00059e-06,3.00059e-06,0.05715,0.05715,0.05715,0.05715,0.358902,157.102533,0.1143,0.1143,0.006,0.006,0.0,0.0,0.0,7.04277e-05,7.04277e-05,0.000110486,0.001020186,0.001020186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.3,0.0,6.0,0.0,0.0,
CHS 114.3x6.3,0.00214,0.00107,0.00107,6.26e-06,3.13e-06,3.13e-06,0.05715,0.05715,0.05715,0.05715,0.359,164.75172,0.1143,0.1143,0.0063,0.0063,0.0,0.0,0.0,7.36e-05,7.36e-05,0.000115427140656,0.0010712,0.0010712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.3,0.0,6.3,0.0,0.0,
CHS 139.7x3.2,0.001371552,0.000685776,0.000685776,6.39229e-06,3.19614e-06,3.19614e-06,0.06985,0.06985,0.06985,0.06985,0.438658,105.585093803,0.1397,0.1397,0.0032,0.0032,0.0,0.0,0.0,5.96192e-05,5.96192e-05,9.36084e-05,0.000685776,0.000685776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.7,0.0,3.2,0.0,0.0,
CHS 139.7x3.6,0.001538474,0.000769237,0.000769237,7.12936e-06,3.56468e-06,3.56468e-06,0.06985,0.06985,0.06985,0.06985,0.438658,118.435117009,0.1397,0.1397,0.0036,0.0036,0.0,0.0,0.0,6.66824e-05,6.66824e-05,0.000104693,0.000769237,0.000769237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.7,0.0,3.6,0.0,0.0,
CHS 139.7x4,0.001704392,0.000852196,0.000852196,7.85319e-06,3.9266e-06,3.9266e-06,0.06985,0.06985,0.06985,0.06985,0.438658,131.207850083,0.1397,0.1397,0.004,0.004,0.0,0.0,0.0,7.36609e-05,7.36609e-05,0.000115643,0.000852196,0.000852196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.7,0.0,4.0,0.0,0.0,
CHS 139.7x5,0.00212,0.00106,0.00106,9.62e-06,4.81e-06,4.81e-06,0.06985,0.06985,0.06985,0.06985,0.439,162.79039,0.1397,0.1397,0.005,0.005,0.0,0.0,0.0,9.08e-05,9.08e-05,0.000142503349644,0.0010589,0.0010589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.7,0.0,5.0,0.0,0.0,
CHS 139.7x6,0.002518908,0.001259454,0.001259454,1.12795e-05,5.63974e-06,5.63974e-06,0.06985,0.06985,0.06985,0.06985,0.438658,197.113665,0.1397,0.1397,0.006,0.006,0.0,0.0,0.0,0.000107299,0.000107299,0.000168389,0.001259454,0.001259454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.7,0.0,6.0,0.0,0.0,
CHS 139.7x6.3,0.00264,0.00132,0.00132,1.178e-05,5.89e-06,5.89e-06,0.06985,0.06985,0.06985,0.06985,0.439,202.997655,0.1397,0.1397,0.0063,0.0063,0.0,0.0,0.0,0.000112,0.000112,0.000176105161795,0.0013221,0.0013221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.7,0.0,6.3,0.0,0.0,
CHS 139.7x8,0.00331,0.001655,0.001655,1.44e-05,7.2e-06,7.2e-06,0.06985,0.06985,0.06985,0.06985,0.439,254.9729,0.1397,0.1397,0.008,0.008,0.0,0.0,0.0,0.000139,0.000139,0.000217962316034,0.0016591,0.0016591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.7,0.0,8.0,0.0,0.0,
CHS 139.7x10,0.00407,0.002035,0.002035,1.724e-05,8.62e-06,8.62e-06,0.06985,0.06985,0.06985,0.06985,0.439,313.8128,0.1397,0.1397,0.01,0.01,0.0,0.0,0.0,0.000169,0.000169,0.000264240771845,0.0020454,0.0020454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.7,0.0,10.0,0.0,0.0,
CHS 168.3x3.2,0.001658925,0.000829462,0.000829462,1.1309e-05,5.6545e-06,5.6545e-06,0.08415,0.08415,0.08415,0.08415,0.528462,127.707700282,0.1683,0.1683,0.0032,0.0032,0.0,0.0,0.0,8.72147e-05,8.72147e-05,0.000136944,0.000829462,0.000829462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.3,0.0,3.2,0.0,0.0,
CHS 168.3x3.6,0.001861769,0.000930884,0.000930884,1.26317e-05,6.31583e-06,6.31583e-06,0.08415,0.08415,0.08415,0.08415,0.528462,143.323078166,0.1683,0.1683,0.0036,0.0036,0.0,0.0,0.0,9.76451e-05,9.76451e-05,0.000153317,0.000930884,0.000930884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.3,0.0,3.6,0.0,0.0,
CHS 168.3x4,0.002063608,0.001031804,0.001031804,1.39348e-05,6.96738e-06,6.96738e-06,0.08415,0.08415,0.08415,0.08415,0.528462,158.861088937,0.1683,0.1683,0.004,0.004,0.0,0.0,0.0,0.000107972,0.000107972,0.000169525,0.001031804,0.001031804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.3,0.0,4.0,0.0,0.0,
CHS 168.3x5,0.00257,0.001285,0.001285,1.712e-05,8.56e-06,8.56e-06,0.08415,0.08415,0.08415,0.08415,0.529,197.113665,0.1683,0.1683,0.005,0.005,0.0,0.0,0.0,0.000133,0.000133,0.000209441264323,0.0012834,0.0012834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.3,0.0,5.0,0.0,0.0,
CHS 168.3x6,0.003057732,0.001528866,0.001528866,2.01637e-05,1.00818e-05,1.00818e-05,0.08415,0.08415,0.08415,0.08415,0.528462,235.3596,0.1683,0.1683,0.006,0.006,0.0,0.0,0.0,0.00015808,0.00015808,0.000248135,0.001528866,0.001528866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.3,0.0,6.0,0.0,0.0,
CHS 168.3x6.3,0.00321,0.001605,0.001605,2.106e-05,1.053e-05,1.053e-05,0.08415,0.08415,0.08415,0.08415,0.529,247.12758,0.1683,0.1683,0.0063,0.0063,0.0,0.0,0.0,0.000165,0.000165,0.000259711066476,0.0016048,0.0016048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.3,0.0,6.3,0.0,0.0,
CHS 168.3x8,0.00403,0.002015,0.002015,2.594e-05,1.297e-05,1.297e-05,0.08415,0.08415,0.08415,0.08415,0.529,309.89014,0.1683,0.1683,0.008,0.008,0.0,0.0,0.0,0.000206,0.000206,0.000322906590322,0.0020177,0.0020177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.3,0.0,8.0,0.0,0.0,
CHS 168.3x10,0.00497,0.002485,0.002485,3.128e-05,1.564e-05,1.564e-05,0.08415,0.08415,0.08415,0.08415,0.529,382.45935,0.1683,0.1683,0.01,0.01,0.0,0.0,0.0,0.000251,0.000251,0.000393624123707,0.0024932,0.0024932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.3,0.0,10.0,0.0,0.0,
CHS 168.3x12,0.005889384,0.002944692,0.002944692,3.6181e-05,1.80905e-05,1.80905e-05,0.08415,0.08415,0.08415,0.08415,0.528462,453.377751688,0.1683,0.1683,0.012,0.012,0.0,0.0,0.0,0.000293659,0.000293659,0.000460255,0.002944692,0.002944692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.3,0.0,12.0,0.0,0.0,
CHS 168.3x12.5,0.00611515,0.003057575,0.003057575,3.73481e-05,1.86741e-05,1.86741e-05,0.08415,0.08415,0.08415,0.08415,0.528462,470.757715618,0.1683,0.1683,0.0125,0.0125,0.0,0.0,0.0,0.000303996,0.000303996,0.00047637,0.003057575,0.003057575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.3,0.0,12.5,0.0,0.0,
CHS 193.7x5,0.00296,0.00148,0.00148,2.64e-05,1.32e-05,1.32e-05,0.09685,0.09685,0.09685,0.09685,0.609,228.494945,0.1937,0.1937,0.005,0.005,0.0,0.0,0.0,0.000178,0.000178,0.000279662143325,0.0014827,0.0014827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.7,0.0,5.0,0.0,0.0,
CHS 193.7x6,0.003536268,0.001768134,0.001768134,3.11786e-05,1.55893e-05,1.55893e-05,0.09685,0.09685,0.09685,0.09685,0.608218,272.229699270,0.1937,0.1937,0.006,0.006,0.0,0.0,0.0,0.000211407,0.000211407,0.000331879,0.001768134,0.001768134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.7,0.0,6.0,0.0,0.0,
CHS 193.7x6.3,0.00371,0.001855,0.001855,3.26e-05,1.63e-05,1.63e-05,0.09685,0.09685,0.09685,0.09685,0.609,285.373515,0.1937,0.1937,0.0063,0.0063,0.0,0.0,0.0,0.000221,0.000221,0.000347535841066,0.0018559,0.0018559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.7,0.0,6.3,0.0,0.0,
CHS 193.7x8,0.00467,0.002335,0.002335,4.032e-05,2.016e-05,2.016e-05,0.09685,0.09685,0.09685,0.09685,0.609,358.92339,0.1937,0.1937,0.008,0.008,0.0,0.0,0.0,0.000276,0.000276,0.000433344881844,0.0023365,0.0023365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.7,0.0,8.0,0.0,0.0,
CHS 193.7x10,0.00577,0.002885,0.002885,4.884e-05,2.442e-05,2.442e-05,0.09685,0.09685,0.09685,0.09685,0.609,444.241245,0.1937,0.1937,0.01,0.01,0.0,0.0,0.0,0.000338,0.000338,0.000530076059041,0.0028912,0.0028912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.7,0.0,10.0,0.0,0.0,
CHS 193.7x12,0.006846456,0.003423228,0.003423228,5.67552e-05,2.83776e-05,2.83776e-05,0.09685,0.09685,0.09685,0.09685,0.608218,527.1074375,0.1937,0.1937,0.012,0.012,0.0,0.0,0.0,0.000396655,0.000396655,0.000622001,0.003423228,0.003423228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.7,0.0,12.0,0.0,0.0,
CHS 193.7x12.5,0.00712,0.00356,0.00356,5.868e-05,2.934e-05,2.934e-05,0.09685,0.09685,0.09685,0.09685,0.609,548.191735,0.1937,0.1937,0.0125,0.0125,0.0,0.0,0.0,0.000411,0.000411,0.000644683086935,0.0035691,0.0035691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.7,0.0,12.5,0.0,0.0,
CHS 193.7x16,0.00893,0.004465,0.004465,7.108e-05,3.554e-05,3.554e-05,0.09685,0.09685,0.09685,0.09685,0.609,687.446165,0.1937,0.1937,0.016,0.016,0.0,0.0,0.0,0.000507,0.000507,0.000793623858378,0.0044902,0.0044902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.7,0.0,16.0,0.0,0.0,
CHS 219.1x5,0.00336,0.00168,0.00168,3.856e-05,1.928e-05,1.928e-05,0.10955,0.10955,0.10955,0.10955,0.688,258.89556,0.2191,0.2191,0.005,0.005,0.0,0.0,0.0,0.000229,0.000229,0.00036001717191,0.0016821,0.0016821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.1,0.0,5.0,0.0,0.0,
CHS 219.1x6,0.004014804,0.002007402,0.002007402,4.56158e-05,2.28079e-05,2.28079e-05,0.10955,0.10955,0.10955,0.10955,0.687974,309.068454526,0.2191,0.2191,0.006,0.006,0.0,0.0,0.0,0.000272474,0.000272474,0.000427777,0.002007402,0.002007402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.1,0.0,6.0,0.0,0.0,
CHS 219.1x6.3,0.00421,0.002105,0.002105,4.772e-05,2.386e-05,2.386e-05,0.10955,0.10955,0.10955,0.10955,0.688,324.600115,0.2191,0.2191,0.0063,0.0063,0.0,0.0,0.0,0.000285,0.000285,0.00044812964413,0.0021071,0.0021071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.1,0.0,6.3,0.0,0.0,
CHS 219.1x8,0.00531,0.002655,0.002655,5.92e-05,2.96e-05,2.96e-05,0.10955,0.10955,0.10955,0.10955,0.688,407.95664,0.2191,0.2191,0.008,0.008,0.0,0.0,0.0,0.000357,0.000357,0.000559997812699,0.0026553,0.0026553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.1,0.0,8.0,0.0,0.0,
CHS 219.1x10,0.00657,0.003285,0.003285,7.196e-05,3.598e-05,3.598e-05,0.10955,0.10955,0.10955,0.10955,0.688,506.02314,0.2191,0.2191,0.01,0.01,0.0,0.0,0.0,0.000438,0.000438,0.000686796293541,0.0032895,0.0032895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.1,0.0,10.0,0.0,0.0,
CHS 219.1x12,0.007803528,0.003901764,0.003901764,8.39551e-05,4.19775e-05,4.19775e-05,0.10955,0.10955,0.10955,0.10955,0.687974,600.732772710,0.2191,0.2191,0.012,0.012,0.0,0.0,0.0,0.000515132,0.000515132,0.000808055,0.003901764,0.003901764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.1,0.0,12.0,0.0,0.0,
CHS 219.1x12.5,0.00811,0.004055,0.004055,8.69e-05,4.345e-05,4.345e-05,0.10955,0.10955,0.10955,0.10955,0.688,624.683605,0.2191,0.2191,0.0125,0.0125,0.0,0.0,0.0,0.000534,0.000534,0.000838089740891,0.0040665,0.0040665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.1,0.0,12.5,0.0,0.0,
CHS 219.1x16,0.0102,0.0051,0.0051,0.0001059,5.297e-05,5.297e-05,0.10955,0.10955,0.10955,0.10955,0.688,785.512665,0.2191,0.2191,0.016,0.016,0.0,0.0,0.0,0.000661,0.000661,0.00103671577405,0.0051255,0.0051255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.1,0.0,16.0,0.0,0.0,
CHS 219.1x20,0.0125,0.00625,0.00625,0.0001252,6.261e-05,6.261e-05,0.10955,0.10955,0.10955,0.10955,0.688,963.01303,0.2191,0.2191,0.02,0.02,0.0,0.0,0.0,0.000795,0.000795,0.00124535277495,0.0062968,0.0062968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.1,0.0,20.0,0.0,0.0,
CHS 244.5x5,0.00376015,0.001880075,0.001880075,5.39443e-05,2.69721e-05,2.69721e-05,0.12225,0.12225,0.12225,0.12225,0.76773,289.464628730,0.2445,0.2445,0.005,0.005,0.0,0.0,0.0,0.000286771,0.000286771,0.000450278,0.001880075,0.001880075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.5,0.0,5.0,0.0,0.0,
CHS 244.5x6,0.00449334,0.00224667,0.00224667,6.39383e-05,3.19691e-05,3.19691e-05,0.12225,0.12225,0.12225,0.12225,0.76773,345.907209781,0.2445,0.2445,0.006,0.006,0.0,0.0,0.0,0.00034128,0.00034128,0.000535831,0.00224667,0.00224667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.5,0.0,6.0,0.0,0.0,
CHS 244.5x6.3,0.00471,0.002355,0.002355,6.692e-05,3.346e-05,3.346e-05,0.12225,0.12225,0.12225,0.12225,0.768,362.84605,0.2445,0.2445,0.0063,0.0063,0.0,0.0,0.0,0.000358,0.000358,0.000561492475669,0.0023583,0.0023583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.5,0.0,6.3,0.0,0.0,
CHS 244.5x8,0.00594,0.00297,0.00297,8.32e-05,4.16e-05,4.16e-05,0.12225,0.12225,0.12225,0.12225,0.768,457.970555,0.2445,0.2445,0.008,0.008,0.0,0.0,0.0,0.000448,0.000448,0.000702865382887,0.0029742,0.0029742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.5,0.0,8.0,0.0,0.0,
CHS 244.5x10,0.00737,0.003685,0.003685,0.0001015,5.073e-05,5.073e-05,0.12225,0.12225,0.12225,0.12225,0.768,566.82437,0.2445,0.2445,0.01,0.01,0.0,0.0,0.0,0.00055,0.00055,0.000863784827208,0.003688,0.003688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.5,0.0,10.0,0.0,0.0,
CHS 244.5x12,0.0087606,0.0043803,0.0043803,0.000118707,5.93533e-05,5.93533e-05,0.12225,0.12225,0.12225,0.12225,0.76773,674.410283222,0.2445,0.2445,0.012,0.012,0.0,0.0,0.0,0.000649089,0.000649089,0.00101842,0.0043803,0.0043803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.5,0.0,12.0,0.0,0.0,
CHS 244.5x12.5,0.00911,0.004555,0.004555,0.0001229,6.147e-05,6.147e-05,0.12225,0.12225,0.12225,0.12225,0.768,701.175475,0.2445,0.2445,0.0125,0.0125,0.0,0.0,0.0,0.000673,0.000673,0.00105683176881,0.0045641,0.0045641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.5,0.0,12.5,0.0,0.0,
CHS 244.5x16,0.0115,0.00575,0.00575,0.0001507,7.533e-05,7.533e-05,0.12225,0.12225,0.12225,0.12225,0.768,884.55983,0.2445,0.2445,0.016,0.016,0.0,0.0,0.0,0.000837,0.000837,0.00131223696839,0.0057616,0.0057616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.5,0.0,16.0,0.0,0.0,
CHS 244.5x20,0.0141,0.00705,0.00705,0.0001791,8.957e-05,8.957e-05,0.12225,0.12225,0.12225,0.12225,0.768,1088.53815,0.2445,0.2445,0.02,0.02,0.0,0.0,0.0,0.001011,0.001011,0.0015833705516,0.0070901,0.0070901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.5,0.0,20.0,0.0,0.0,
CHS 244.5x25,0.0172,0.0086,0.0086,0.0002104,0.0001052,0.0001052,0.12225,0.12225,0.12225,0.12225,0.768,1323.89775,0.2445,0.2445,0.025,0.025,0.0,0.0,0.0,0.00121,0.00121,0.00189203399335,0.008694,0.008694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.5,0.0,25.0,0.0,0.0,
CHS 273x5,0.0042076,0.0021038,0.0021038,7.5578e-05,3.7789e-05,3.7789e-05,0.1365,0.1365,0.1365,0.1365,0.85722,323.910315239,0.273,0.273,0.005,0.005,0.0,0.0,0.0,0.000359072,0.000359072,0.000563818,0.0021038,0.0021038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,5.0,0.0,0.0,
CHS 273x6,0.00503028,0.00251514,0.00251514,8.96962e-05,4.48481e-05,4.48481e-05,0.1365,0.1365,0.1365,0.1365,0.85722,387.242033592,0.273,0.273,0.006,0.006,0.0,0.0,0.0,0.000427699,0.000427699,0.000671542,0.00251514,0.00251514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,6.0,0.0,0.0,
CHS 273x6.3,0.00528,0.00264,0.00264,9.392e-05,4.696e-05,4.696e-05,0.1365,0.1365,0.1365,0.1365,0.858,405.99531,0.273,0.273,0.0063,0.0063,0.0,0.0,0.0,0.000448,0.000448,0.00070389269468,0.0026402,0.0026402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,6.3,0.0,0.0,
