Name,I_BSDV_AX,I_BSDV_AY,I_BSDV_AZ,I_BSDV_IX,I_BSDV_IY,I_BSDV_IZ,I_BSDV_VY,I_BSDV_VPY,I_BSDV_VZ,I_BSDV_VPZ,I_BSDV_SURFACE,I_BSDV_WEIGHT,I_BSDV_D,I_BSDV_BF,I_BSDV_TW,I_BSDV_TF,I_BSDV_RA,I_BSDV_RI,I_BSDV_S,I_BSDV_ZY,I_BSDV_ZZ,I_BSDV_WX,I_BSDV_WY,I_BSDV_WZ,I_BSDV_GAMMA,I_BSDV_IOMEGA,I_BSDV_P1_LENGTH,I_BSDV_P1_THICKNESS,I_BSDV_P2_LENGTH,I_BSDV_P2_THICKNESS,I_BSDV_P3_LENGTH,I_BSDV_P3_THICKNESS,I_BSDV_P4_LENGTH,I_BSDV_P4_THICKNESS,I_BSDV_BF2,I_BSDV_TF2,I_BSDV_DIM1,I_BSDV_DIM2,I_BSDV_DIM3,I_BSDV_ANGLE1,I_BSDV_ANGLE2,
RHSC 160x80x8,0.00336,0.00128,0.00256,8.82e-06,1.001e-05,3.35e-06,0.04,0.04,0.08,0.08,0.446,258.89556,0.16,0.08,0.008,0.008,0.012,0.02,0.0,0.000163,0.0001,0.00015,0.001066666667,0.002133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,80.0,8.0,0.0,0.0,
RHSC 160x80x10,0.00406,0.0016,0.0032,1.031e-05,1.146e-05,3.8e-06,0.04,0.04,0.08,0.08,0.437,311.85147,0.16,0.08,0.01,0.01,0.015,0.025,0.0,0.000191,0.000117,0.000172,0.001333333333,0.002666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,80.0,10.0,0.0,0.0,
RHSC 160x80x12,0.00457,0.00192,0.00384,1.111e-05,1.171e-05,3.91e-06,0.04,0.04,0.08,0.08,0.418,351.07807,0.16,0.08,0.012,0.012,0.024,0.036,0.0,0.000204,0.000125,0.000183,0.0016,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,80.0,12.0,0.0,0.0,
RHSC 160x80x12.5,0.0047,0.002,0.004,1.129e-05,1.185e-05,3.96e-06,0.04,0.04,0.08,0.08,0.416,361.865385,0.16,0.08,0.0125,0.0125,0.025,0.0375,0.0,0.000208,0.000127,0.000185,0.001666666667,0.003333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,80.0,12.5,0.0,0.0,
RHSC 180x100x4,0.00213,0.0008,0.00144,8.54e-06,9.26e-06,3.74e-06,0.05,0.05,0.09,0.09,0.546,164.75172,0.18,0.1,0.004,0.004,0.004,0.008,0.0,0.000126,8.4e-05,0.000127,0.000666666667,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,100.0,4.0,0.0,0.0,
RHSC 180x100x5,0.00264,0.001,0.0018,1.045e-05,1.124e-05,4.52e-06,0.05,0.05,0.09,0.09,0.543,202.997655,0.18,0.1,0.005,0.005,0.005,0.01,0.0,0.000154,0.000103,0.000154,0.000833333333,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,100.0,5.0,0.0,0.0,
RHSC 180x100x6,0.00312,0.0012,0.00216,1.227e-05,1.31e-05,5.24e-06,0.05,0.05,0.09,0.09,0.539,240.262925,0.18,0.1,0.006,0.006,0.006,0.012,0.0,0.000181,0.00012,0.000179,0.001,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,100.0,6.0,0.0,0.0,
RHSC 180x100x6.3,0.00323,0.00126,0.002268,1.283e-05,1.335e-05,5.36e-06,0.05,0.05,0.09,0.09,0.533,249.08891,0.18,0.1,0.0063,0.0063,0.00945,0.01575,0.0,0.000186,0.000124,0.000185,0.00105,0.00189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,100.0,6.3,0.0,0.0,
RHSC 180x100x8,0.004,0.0016,0.00288,1.565e-05,1.598e-05,6.37e-06,0.05,0.05,0.09,0.09,0.526,307.92881,0.18,0.1,0.008,0.008,0.012,0.02,0.0,0.000226,0.00015,0.000222,0.001333333333,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,100.0,8.0,0.0,0.0,
RHSC 180x100x10,0.00486,0.002,0.0036,1.859e-05,1.859e-05,7.36e-06,0.05,0.05,0.09,0.09,0.517,373.633365,0.18,0.1,0.01,0.01,0.015,0.025,0.0,0.000268,0.000177,0.00026,0.001666666667,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,100.0,10.0,0.0,0.0,
RHSC 180x100x12,0.00553,0.0024,0.00432,2.073e-05,1.965e-05,7.82e-06,0.05,0.05,0.09,0.09,0.498,425.60861,0.18,0.1,0.012,0.012,0.024,0.036,0.0,0.000292,0.000194,0.000285,0.002,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,100.0,12.0,0.0,0.0,
RHSC 180x100x12.5,0.0057,0.0025,0.0045,2.122e-05,2.001e-05,7.96e-06,0.05,0.05,0.09,0.09,0.496,439.33792,0.18,0.1,0.0125,0.0125,0.025,0.0375,0.0,0.0003,0.000199,0.00029,0.002083333333,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,100.0,12.5,0.0,0.0,
RHSC 200x100x4,0.00229,0.0008,0.0016,9.85e-06,1.2e-05,4.11e-06,0.05,0.05,0.1,0.1,0.586,176.5197,0.2,0.1,0.004,0.004,0.004,0.008,0.0,0.000148,9.17e-05,0.000142,0.000666666667,0.001333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,4.0,0.0,0.0,
RHSC 200x100x5,0.00284,0.001,0.002,1.206e-05,1.459e-05,4.97e-06,0.05,0.05,0.1,0.1,0.583,218.688295,0.2,0.1,0.005,0.005,0.005,0.01,0.0,0.000181,0.000112,0.000172,0.000833333333,0.001666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,5.0,0.0,0.0,
RHSC 200x100x6,0.00336,0.0012,0.0024,1.417e-05,1.703e-05,5.77e-06,0.05,0.05,0.1,0.1,0.579,258.89556,0.2,0.1,0.006,0.006,0.006,0.012,0.0,0.000213,0.000132,0.0002,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,6.0,0.0,0.0,
RHSC 200x100x6.3,0.00348,0.00126,0.00252,1.483e-05,1.739e-05,5.91e-06,0.05,0.05,0.1,0.1,0.573,268.70221,0.2,0.1,0.0063,0.0063,0.00945,0.01575,0.0,0.000219,0.000135,0.000208,0.00105,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,6.3,0.0,0.0,
RHSC 200x100x8,0.00432,0.0016,0.0032,1.811e-05,2.091e-05,7.05e-06,0.05,0.05,0.1,0.1,0.566,332.445435,0.2,0.1,0.008,0.008,0.012,0.02,0.0,0.000267,0.000165,0.00025,0.001333333333,0.002666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,8.0,0.0,0.0,
RHSC 200x100x10,0.00526,0.002,0.004,2.154e-05,2.444e-05,8.18e-06,0.05,0.05,0.1,0.1,0.557,405.014645,0.2,0.1,0.01,0.01,0.015,0.025,0.0,0.000318,0.000195,0.000292,0.001666666667,0.003333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,10.0,0.0,0.0,
RHSC 200x100x12,0.00601,0.0024,0.0048,2.414e-05,2.607e-05,8.76e-06,0.05,0.05,0.1,0.1,0.538,461.893215,0.2,0.1,0.012,0.012,0.024,0.036,0.0,0.00035,0.000215,0.000322,0.002,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,12.0,0.0,0.0,
RHSC 200x100x12.5,0.0062,0.0025,0.005,2.474e-05,2.659e-05,8.92e-06,0.05,0.05,0.1,0.1,0.536,477.583855,0.2,0.1,0.0125,0.0125,0.025,0.0375,0.0,0.000359,0.000221,0.000329,0.002083333333,0.004166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,12.5,0.0,0.0,
RHSC 200x120x4,0.00245,0.00096,0.0016,1.345e-05,1.353e-05,6.18e-06,0.06,0.06,0.1,0.1,0.626,189.268345,0.2,0.12,0.004,0.004,0.004,0.008,0.0,0.000164,0.000115,0.000172,0.0008,0.001333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,120.0,4.0,0.0,0.0,
RHSC 200x120x5,0.00304,0.0012,0.002,1.652e-05,1.649e-05,7.5e-06,0.06,0.06,0.1,0.1,0.623,233.39827,0.2,0.12,0.005,0.005,0.005,0.01,0.0,0.000201,0.000141,0.00021,0.001,0.001666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,120.0,5.0,0.0,0.0,
RHSC 200x120x6,0.0036,0.00144,0.0024,1.947e-05,1.929e-05,8.74e-06,0.06,0.06,0.1,0.1,0.619,277.528195,0.2,0.12,0.006,0.006,0.006,0.012,0.0,0.000237,0.000166,0.000245,0.0012,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,120.0,6.0,0.0,0.0,
RHSC 200x120x6.3,0.00374,0.001512,0.00252,2.04e-05,1.976e-05,8.98e-06,0.06,0.06,0.1,0.1,0.613,287.334845,0.2,0.12,0.0063,0.0063,0.00945,0.01575,0.0,0.000244,0.000172,0.000255,0.00126,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,120.0,6.3,0.0,0.0,
RHSC 200x120x8,0.00464,0.00192,0.0032,2.507e-05,2.386e-05,1.079e-05,0.06,0.06,0.1,0.1,0.606,357.942725,0.2,0.12,0.008,0.008,0.012,0.02,0.0,0.000298,0.000209,0.000308,0.0016,0.002666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,120.0,8.0,0.0,0.0,
RHSC 200x120x10,0.00566,0.0024,0.004,3.007e-05,2.806e-05,1.262e-05,0.06,0.06,0.1,0.1,0.597,435.41526,0.2,0.12,0.01,0.01,0.015,0.025,0.0,0.000356,0.00025,0.000364,0.002,0.003333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,120.0,10.0,0.0,0.0,
RHSC 200x120x12,0.00649,0.00288,0.0048,3.419e-05,3.031e-05,1.368e-05,0.06,0.06,0.1,0.1,0.578,499.158485,0.2,0.12,0.012,0.012,0.024,0.036,0.0,0.000395,0.000278,0.000406,0.0024,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,120.0,12.0,0.0,0.0,
RHSC 200x120x12.5,0.0067,0.003,0.005,3.514e-05,3.099e-05,1.397e-05,0.06,0.06,0.1,0.1,0.576,515.82979,0.2,0.12,0.0125,0.0125,0.025,0.0375,0.0,0.000406,0.000285,0.000416,0.0025,0.004166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,120.0,12.5,0.0,0.0,
RHSC 250x100x5,0.00334,0.001,0.0025,1.62e-05,2.554e-05,6.1e-06,0.05,0.05,0.125,0.125,0.683,256.93423,0.25,0.1,0.005,0.005,0.005,0.01,0.0,0.000259,0.000136,0.000217,0.000833333333,0.002083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,100.0,5.0,0.0,0.0,
RHSC 250x100x6,0.00396,0.0012,0.003,1.905e-05,2.992e-05,7.1e-06,0.05,0.05,0.125,0.125,0.679,304.986815,0.25,0.1,0.006,0.006,0.006,0.012,0.0,0.000305,0.00016,0.000253,0.001,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,100.0,6.0,0.0,0.0,
RHSC 250x100x6.3,0.00411,0.00126,0.00315,1.993e-05,3.066e-05,7.3e-06,0.05,0.05,0.125,0.125,0.673,316.754795,0.25,0.1,0.0063,0.0063,0.00945,0.01575,0.0,0.000314,0.000165,0.000263,0.00105,0.002625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,100.0,6.3,0.0,0.0,
RHSC 250x100x8,0.00512,0.0016,0.004,2.439e-05,3.714e-05,8.75e-06,0.05,0.05,0.125,0.125,0.666,394.22733,0.25,0.1,0.008,0.008,0.012,0.02,0.0,0.000385,0.000201,0.000317,0.001333333333,0.003333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,100.0,8.0,0.0,0.0,
RHSC 250x100x10,0.00626,0.002,0.005,2.91e-05,4.384e-05,1.021e-05,0.05,0.05,0.125,0.125,0.657,481.506515,0.25,0.1,0.01,0.01,0.015,0.025,0.0,0.000462,0.00024,0.000373,0.001666666667,0.004166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,100.0,10.0,0.0,0.0,
RHSC 250x100x12.5,0.00745,0.0025,0.00625,3.373e-05,4.868e-05,1.133e-05,0.05,0.05,0.125,0.125,0.636,573.689025,0.25,0.1,0.0125,0.0125,0.025,0.0375,0.0,0.00053,0.000275,0.000425,0.002083333333,0.005208333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,100.0,12.5,0.0,0.0,
RHSC 250x150x5,0.00384,0.0015,0.0025,3.285e-05,3.304e-05,1.508e-05,0.075,0.075,0.125,0.125,0.783,295.180165,0.25,0.15,0.005,0.005,0.005,0.01,0.0,0.00032,0.000225,0.000337,0.00125,0.002083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,150.0,5.0,0.0,0.0,
RHSC 250x150x6,0.00456,0.0018,0.003,3.886e-05,3.886e-05,1.768e-05,0.075,0.075,0.125,0.125,0.779,351.07807,0.25,0.15,0.006,0.006,0.006,0.012,0.0,0.000378,0.000266,0.000396,0.0015,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,150.0,6.0,0.0,0.0,
RHSC 250x150x6.3,0.00474,0.00189,0.00315,4.078e-05,4.001e-05,1.825e-05,0.075,0.075,0.125,0.125,0.773,364.80738,0.25,0.15,0.0063,0.0063,0.00945,0.01575,0.0,0.000391,0.000276,0.000412,0.001575,0.002625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,150.0,6.3,0.0,0.0,
RHSC 250x150x8,0.00592,0.0024,0.004,5.05e-05,4.886e-05,2.219e-05,0.075,0.075,0.125,0.125,0.766,456.009225,0.25,0.15,0.008,0.008,0.012,0.02,0.0,0.000482,0.00034,0.000504,0.002,0.003333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,150.0,8.0,0.0,0.0,
RHSC 250x150x10,0.00726,0.003,0.005,6.121e-05,5.825e-05,2.634e-05,0.075,0.075,0.125,0.125,0.757,558.97905,0.25,0.15,0.01,0.01,0.015,0.025,0.0,0.000582,0.000409,0.000602,0.0025,0.004166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,150.0,10.0,0.0,0.0,
RHSC 250x150x12,0.00841,0.0036,0.006,7.088e-05,6.458e-05,2.925e-05,0.075,0.075,0.125,0.125,0.738,647.2389,0.25,0.15,0.012,0.012,0.024,0.036,0.0,0.000658,0.000463,0.000684,0.003,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,150.0,12.0,0.0,0.0,
RHSC 250x150x12.5,0.0087,0.00375,0.00625,7.315e-05,6.633e-05,3.002e-05,0.075,0.075,0.125,0.125,0.736,669.794195,0.25,0.15,0.0125,0.0125,0.025,0.0375,0.0,0.000678,0.000477,0.000704,0.003125,0.005208333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,150.0,12.5,0.0,0.0,
RHSC 250x150x16,0.0107,0.0048,0.008,8.713e-05,7.66e-05,3.453e-05,0.075,0.075,0.125,0.125,0.718,821.79727,0.25,0.15,0.016,0.016,0.032,0.048,0.0,0.000805,0.000566,0.000823,0.004,0.006666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,150.0,16.0,0.0,0.0,
RHSC 260x180x5,0.00424,0.0018,0.0026,4.695e-05,4.121e-05,2.35e-05,0.09,0.09,0.13,0.13,0.863,325.58078,0.26,0.18,0.005,0.005,0.005,0.01,0.0,0.000377,0.000294,0.000426,0.0015,0.002166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,180.0,5.0,0.0,0.0,
RHSC 260x180x6.3,0.00525,0.002268,0.003276,5.844e-05,5.013e-05,2.856e-05,0.09,0.09,0.13,0.13,0.853,404.03398,0.26,0.18,0.0063,0.0063,0.00945,0.01575,0.0,0.000463,0.000361,0.000523,0.00189,0.00273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,180.0,6.3,0.0,0.0,
RHSC 260x180x8,0.00656,0.00288,0.00416,7.267e-05,6.145e-05,3.493e-05,0.09,0.09,0.13,0.13,0.846,505.042475,0.26,0.18,0.008,0.008,0.012,0.02,0.0,0.000573,0.000446,0.000642,0.0024,0.003466666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,180.0,8.0,0.0,0.0,
RHSC 260x180x10,0.00806,0.0036,0.0052,8.85e-05,7.363e-05,4.174e-05,0.09,0.09,0.13,0.13,0.837,619.78028,0.26,0.18,0.01,0.01,0.015,0.025,0.0,0.000694,0.00054,0.000772,0.003,0.004333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,180.0,10.0,0.0,0.0,
RHSC 260x180x12,0.00937,0.00432,0.00624,0.00010328,8.245e-05,4.679e-05,0.09,0.09,0.13,0.13,0.818,720.788775,0.26,0.18,0.012,0.012,0.024,0.036,0.0,0.00079,0.000615,0.000884,0.0036,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,180.0,12.0,0.0,0.0,
RHSC 260x180x12.5,0.0097,0.0045,0.0065,0.00010676,8.482e-05,4.812e-05,0.09,0.09,0.13,0.13,0.816,747.26673,0.26,0.18,0.0125,0.0125,0.025,0.0375,0.0,0.000815,0.000635,0.000911,0.00375,0.005416666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,180.0,12.5,0.0,0.0,
RHSC 260x180x16,0.012,0.00576,0.00832,0.0001289,9.923e-05,5.614e-05,0.09,0.09,0.13,0.13,0.798,920.844435,0.26,0.18,0.016,0.016,0.032,0.048,0.0,0.000977,0.000759,0.001079,0.0048,0.006933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,180.0,16.0,0.0,0.0,
RHSC 300x100x6,0.00456,0.0012,0.0036,2.403e-05,4.777e-05,8.42e-06,0.05,0.05,0.15,0.15,0.779,351.07807,0.3,0.1,0.006,0.006,0.006,0.012,0.0,0.000411,0.000188,0.000306,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,100.0,6.0,0.0,0.0,
RHSC 300x100x6.3,0.00474,0.00126,0.00378,2.515e-05,4.907e-05,8.68e-06,0.05,0.05,0.15,0.15,0.773,364.80738,0.3,0.1,0.0063,0.0063,0.00945,0.01575,0.0,0.000425,0.000194,0.000318,0.00105,0.00315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,100.0,6.3,0.0,0.0,
RHSC 300x100x8,0.00592,0.0016,0.0048,3.08e-05,5.978e-05,1.045e-05,0.05,0.05,0.15,0.15,0.766,456.009225,0.3,0.1,0.008,0.008,0.012,0.02,0.0,0.000523,0.000238,0.000385,0.001333333333,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,100.0,8.0,0.0,0.0,
RHSC 300x100x10,0.00726,0.002,0.006,3.681e-05,7.106e-05,1.224e-05,0.05,0.05,0.15,0.15,0.757,558.97905,0.3,0.1,0.01,0.01,0.015,0.025,0.0,0.000631,0.000285,0.000455,0.001666666667,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,100.0,10.0,0.0,0.0,
RHSC 300x100x12,0.00841,0.0024,0.0072,4.177e-05,7.808e-05,1.343e-05,0.05,0.05,0.15,0.15,0.738,647.2389,0.3,0.1,0.012,0.012,0.024,0.036,0.0,0.00071,0.000321,0.000508,0.002,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,100.0,12.0,0.0,0.0,
RHSC 300x100x12.5,0.0087,0.0025,0.0075,4.292e-05,8.01e-05,1.374e-05,0.05,0.05,0.15,0.15,0.736,669.794195,0.3,0.1,0.0125,0.0125,0.025,0.0375,0.0,0.000732,0.00033,0.000521,0.002083333333,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,100.0,12.5,0.0,0.0,
RHSC 300x100x16,0.0107,0.0032,0.0096,4.939e-05,9.157e-05,1.543e-05,0.05,0.05,0.15,0.15,0.718,821.79727,0.3,0.1,0.016,0.016,0.032,0.048,0.0,0.000865,0.000386,0.000592,0.002666666667,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,100.0,16.0,0.0,0.0,
RHSC 300x150x6,0.00516,0.0018,0.0036,4.988e-05,6.074e-05,2.08e-05,0.075,0.075,0.15,0.15,0.879,397.169325,0.3,0.15,0.006,0.006,0.006,0.012,0.0,0.0005,0.000309,0.000479,0.0015,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,150.0,6.0,0.0,0.0,
RHSC 300x150x6.3,0.00537,0.00189,0.00378,5.234e-05,6.266e-05,2.15e-05,0.075,0.075,0.15,0.15,0.873,413.84063,0.3,0.15,0.0063,0.0063,0.00945,0.01575,0.0,0.000517,0.000321,0.000499,0.001575,0.00315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,150.0,6.3,0.0,0.0,
RHSC 300x150x8,0.00672,0.0024,0.0048,6.491e-05,7.684e-05,2.623e-05,0.075,0.075,0.15,0.15,0.866,517.79112,0.3,0.15,0.008,0.008,0.012,0.02,0.0,0.00064,0.000396,0.000612,0.002,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,150.0,8.0,0.0,0.0,
RHSC 300x150x10,0.00826,0.003,0.006,7.879e-05,9.209e-05,3.125e-05,0.075,0.075,0.15,0.15,0.857,635.47092,0.3,0.15,0.01,0.01,0.015,0.025,0.0,0.000776,0.000479,0.000733,0.0025,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,150.0,10.0,0.0,0.0,
RHSC 300x150x12,0.00961,0.0036,0.0072,9.153e-05,0.00010298,3.498e-05,0.075,0.075,0.15,0.15,0.838,739.42141,0.3,0.15,0.012,0.012,0.024,0.036,0.0,0.000883,0.000546,0.000837,0.003,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,150.0,12.0,0.0,0.0,
RHSC 300x150x12.5,0.00995,0.00375,0.0075,9.452e-05,0.00010594,3.595e-05,0.075,0.075,0.15,0.15,0.836,765.899365,0.3,0.15,0.0125,0.0125,0.025,0.0375,0.0,0.000912,0.000563,0.000862,0.003125,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,150.0,12.5,0.0,0.0,
RHSC 300x150x16,0.0123,0.0048,0.0096,0.00011328,0.00012387,4.174e-05,0.075,0.075,0.15,0.15,0.818,945.36106,0.3,0.15,0.016,0.016,0.032,0.048,0.0,0.001092,0.000673,0.001015,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,150.0,16.0,0.0,0.0,
RHSC 300x200x6,0.00576,0.0024,0.0036,8.115e-05,7.37e-05,3.962e-05,0.1,0.1,0.15,0.15,0.979,443.26058,0.3,0.2,0.006,0.006,0.006,0.012,0.0,0.000588,0.000446,0.000651,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,200.0,6.0,0.0,0.0,
RHSC 300x200x6.3,0.006,0.00252,0.00378,8.524e-05,7.624e-05,4.104e-05,0.1,0.1,0.15,0.15,0.973,461.893215,0.3,0.2,0.0063,0.0063,0.00945,0.01575,0.0,0.00061,0.000463,0.00068,0.0021,0.00315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,200.0,6.3,0.0,0.0,
RHSC 300x200x8,0.00752,0.0032,0.0048,0.00010627,9.389e-05,5.042e-05,0.1,0.1,0.15,0.15,0.966,579.573015,0.3,0.2,0.008,0.008,0.012,0.02,0.0,0.000757,0.000574,0.000838,0.002666666667,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,200.0,8.0,0.0,0.0,
RHSC 300x200x10,0.00926,0.004,0.006,0.00012987,0.00011313,6.058e-05,0.1,0.1,0.15,0.15,0.957,712.943455,0.3,0.2,0.01,0.01,0.015,0.025,0.0,0.000921,0.000698,0.001012,0.003333333333,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,200.0,10.0,0.0,0.0,
RHSC 300x200x12,0.0108,0.0048,0.0072,0.00015236,0.00012788,6.854e-05,0.1,0.1,0.15,0.15,0.938,831.60392,0.3,0.2,0.012,0.012,0.024,0.036,0.0,0.001056,0.000801,0.001167,0.004,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,200.0,12.0,0.0,0.0,
